,words,words_index,tags,tags_index
2885,"['中', '国', '水', '利', '水', '电', '工', '程', '总', '公', '司', '总', '经', '理', '、', '党', '组', '书', '记', '，', '中', '国', '水', '电', '建', '设', '集', '团', '公', '司', '总', '经', '理', '、', '党', '组', '书', '记', '。']","[5, 6, 450, 694, 450, 255, 29, 30, 89, 70, 71, 89, 53, 37, 32, 23, 324, 73, 412, 4, 5, 6, 450, 255, 315, 443, 166, 167, 70, 71, 89, 53, 37, 32, 23, 324, 73, 412, 54]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 8, 9, 9, 10, 2]"
2886,"['现', '已', '退', '休', '，', '受', '聘', '为', '中', '国', '水', '电', '建', '设', '集', '团', '公', '司', '顾', '问', '。']","[133, 1202, 979, 980, 4, 500, 867, 122, 5, 6, 450, 255, 315, 443, 166, 167, 70, 71, 639, 799, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2]"
2887,"['S', 't', 'e', 'p', 'h', 'e', 'n', 'B', 'i', 'r', 'd', '（', '中', '文', '名', '：', '卓', '曦', '文', '）', '，', '男', '，', '英', '国', '籍', '，']","[482, 703, 46, 1099, 708, 46, 700, 823, 701, 49, 707, 42, 5, 214, 386, 2, 1040, 1671, 214, 50, 4, 3, 4, 772, 6, 7, 4]","['B-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'E-CONT', 'O']","[0, 17, 17, 17, 17, 17, 17, 17, 17, 17, 1, 2, 2, 2, 2, 2, 0, 17, 1, 2, 2, 2, 2, 3, 4, 5, 2]"
2888,"['1', '9', '6', '7', '年', '出', '生', '，', 'M', 'B', 'A', '学', '位', '。']","[14, 15, 16, 57, 17, 18, 19, 4, 44, 823, 824, 27, 147, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 11, 12, 12, 12, 13, 2]"
2889,"['曾', '任', 'G', 'E', '资', '本', '在', '英', '国', '的', '运', '营', '总', '裁', '；']","[184, 61, 216, 822, 65, 25, 436, 772, 6, 447, 290, 120, 89, 136, 68]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 16, 2, 2, 2, 2, 8, 9, 9, 10, 2]"
2890,"['花', '旗', '亚', '太', '区', '运', '营', '和', '技', '术', '部', '门', '的', '负', '责', '人', '；']","[833, 747, 546, 623, 190, 290, 120, 63, 123, 124, 76, 313, 447, 506, 157, 62, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
2891,"['花', '旗', '拉', '美', '地', '区', '运', '营', '和', '技', '术', '部', '门', '的', '负', '责', '人', '；']","[833, 747, 1056, 33, 162, 190, 290, 120, 63, 123, 124, 76, 313, 447, 506, 157, 62, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
2892,"['花', '旗', '日', '本', '信', '用', '卡', '和', '消', '费', '金', '融', '业', '务', '的', '首', '席', '执', '行', '官', '；']","[833, 747, 333, 25, 154, 377, 908, 63, 1312, 1672, 374, 671, 101, 126, 447, 403, 413, 182, 183, 888, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
2893,"['花', '旗', '集', '团', '拉', '美', '运', '营', '和', '技', '术', '部', '门', '的', '负', '责', '人', '，', '，', '花', '旗', '北', '亚', '地', '区', '首', '席', '执', '行', '官', '、', '亚', '太', '区', '消', '费', '金', '融', '业', '务', '和', '银', '行', '卡', '业', '务', '总', '裁', '；']","[833, 747, 166, 167, 1056, 33, 290, 120, 63, 123, 124, 76, 313, 447, 506, 157, 62, 4, 4, 833, 747, 128, 546, 162, 190, 403, 413, 182, 183, 888, 32, 546, 623, 190, 1312, 1672, 374, 671, 101, 126, 63, 153, 183, 908, 101, 126, 89, 136, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2, 2, 14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2]"
2894,"['现', '任', '亚', '太', '区', '首', '席', '执', '行', '官', '，', '是', '花', '旗', '高', '级', '领', '导', '委', '员', '会', '成', '员', '。']","[133, 61, 546, 623, 190, 403, 413, 182, 183, 888, 4, 771, 833, 747, 0, 310, 778, 202, 316, 24, 39, 321, 24, 54]","['O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 8, 9, 9, 9, 9, 9, 9, 10, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2]"
2895,"['张', '逢', '春', '先', '生', '，', '出', '生', '于', '1', '9', '6', '5', '年', '1', '月', '，', '中', '国', '国', '籍', '，', '无', '境', '外', '居', '留', '权', '，', '中', '国', '注', '册', '会', '计', '师', '，', '拥', '有', '清', '华', '大', '学', '管', '理', '学', '硕', '士', '学', '位', '和', '中', '国', '人', '民', '大', '学', '财', '务', '会', '计', '专', '业', '学', '士', '学', '位', '。']","[90, 1673, 359, 140, 19, 4, 18, 19, 142, 14, 15, 16, 93, 17, 14, 58, 4, 5, 6, 6, 7, 4, 8, 9, 10, 11, 12, 13, 4, 5, 6, 40, 41, 39, 100, 31, 4, 670, 86, 379, 121, 144, 27, 36, 37, 27, 109, 102, 27, 147, 63, 5, 6, 62, 143, 144, 27, 125, 126, 39, 100, 51, 101, 27, 102, 27, 147, 54]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'M-CONT', 'E-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-PRO', 'M-PRO', 'E-PRO', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'M-PRO', 'E-PRO', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O']","[0, 17, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 2, 2, 2, 2, 2, 2, 2, 2, 8, 9, 9, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 16, 18, 19, 20, 11, 12, 12, 13, 2, 14, 15, 15, 15, 15, 16, 18, 19, 19, 19, 19, 20, 11, 12, 12, 13, 2]"
2896,"['张', '先', '生', '于', '1', '9', '8', '7', '年', '参', '加', '工', '作', '，', '历', '任', '国', '务', '院', '侨', '务', '办', '公', '室', '行', '政', '司', '财', '务', '处', '处', '长', '，', '港', '中', '投', '董', '事', '局', '执', '行', '董', '事', '，', '华', '贸', '有', '限', '董', '事', '，', '香', '港', '中', '旅', '金', '融', '投', '资', '有', '限', '公', '司', '董', '事', '总', '经', '理', '，', '港', '中', '旅', '财', '务', '有', '限', '公', '司', '董', '事', '长', '，', '焦', '作', '市', '商', '业', '银', '行', '董', '事', '长', '等', '职', '务', '。']","[90, 140, 19, 142, 14, 15, 110, 57, 17, 361, 271, 29, 150, 4, 28, 61, 6, 126, 99, 1674, 126, 276, 70, 529, 183, 198, 71, 125, 126, 149, 149, 77, 4, 673, 5, 64, 66, 67, 193, 182, 183, 66, 67, 4, 121, 107, 86, 87, 66, 67, 4, 672, 673, 5, 974, 374, 671, 64, 65, 86, 87, 70, 71, 66, 67, 89, 53, 37, 4, 673, 5, 974, 125, 126, 86, 87, 70, 71, 66, 67, 77, 4, 622, 150, 168, 98, 101, 153, 183, 66, 67, 77, 131, 132, 126, 54]","['S-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O']","[22, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 16, 8, 9, 9, 9, 9, 9, 10, 2, 14, 15, 15, 16, 8, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 2, 2, 2]"
2897,"['现', '任', '港', '中', '旅', '集', '团', '总', '会', '计', '师', '等', '职', '务', '。']","[133, 61, 673, 5, 974, 166, 167, 89, 39, 100, 31, 131, 132, 126, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O']","[2, 2, 14, 15, 15, 15, 16, 8, 9, 9, 10, 2, 2, 2, 2]"
2898,"['史', '晋', '京', '先', '生', '，']","[1675, 842, 134, 140, 19, 4]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 17, 1, 2, 2, 2]"
2899,"['1', '9', '6', '1', '年', '出', '生', '，', '法', '学', '硕', '士', '，', '英', '国', '执', '业', '律', '师', '、', '香', '港', '执', '业', '律', '师', '。']","[14, 15, 16, 14, 17, 18, 19, 4, 199, 27, 109, 102, 4, 772, 6, 182, 101, 373, 31, 32, 672, 673, 182, 101, 373, 31, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 18, 20, 11, 13, 2, 8, 9, 9, 9, 9, 10, 2, 8, 9, 9, 9, 9, 10, 2]"
2900,"['历', '任', '司', '利', '达', '律', '师', '事', '务', '所', '律', '师', '，', '荷', '兰', '银', '行', '董', '事', '总', '经', '理', '，', '史', '先', '生', '于', '2', '0', '0', '5', '年', '8', '月', '加', '入', '瑞', '德', '银', '行', '，', '主', '要', '负', '责', '大', '中', '国', '区', '业', '务', '。']","[28, 61, 71, 694, 625, 373, 31, 67, 126, 191, 373, 31, 4, 948, 96, 153, 183, 66, 67, 89, 53, 37, 4, 1675, 140, 19, 142, 55, 56, 56, 93, 17, 110, 58, 271, 272, 355, 695, 153, 183, 4, 117, 479, 506, 157, 144, 5, 6, 190, 101, 126, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'S-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 14, 15, 15, 16, 8, 9, 9, 9, 10, 2, 22, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
2901,"['马', '俊', '霞', '，', '女', '，', '大', '学', '本', '科', '、', '在', '读', '硕', '士', '，', '会', '计', '师', '。']","[615, 1549, 1209, 4, 209, 4, 144, 27, 25, 26, 32, 436, 560, 109, 102, 4, 39, 100, 31, 54]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[0, 17, 1, 2, 2, 2, 11, 12, 12, 13, 2, 11, 12, 12, 13, 2, 8, 9, 10, 2]"
2902,"['现', '任', '本', '公', '司', '财', '务', '总', '监', '。']","[133, 61, 25, 70, 71, 125, 126, 89, 185, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 16, 8, 9, 9, 10, 2]"
2903,"['曾', '任', '美', '的', '空', '调', '事', '业', '部', '海', '外', '营', '销', '公', '司', '财', '务', '部', '部', '长', '、', '制', '冷', '家', '电', '集', '团', '家', '用', '空', '调', '事', '业', '部', '财', '务', '部', '总', '监', '、', '制', '冷', '家', '电', '集', '团', '中', '央', '空', '调', '事', '业', '部', '财', '务', '部', '总', '监', '等', '职', '。']","[184, 61, 33, 447, 637, 331, 67, 101, 76, 365, 10, 120, 288, 70, 71, 125, 126, 76, 76, 77, 32, 227, 1245, 52, 255, 166, 167, 52, 377, 637, 331, 67, 101, 76, 125, 126, 76, 89, 185, 32, 227, 1245, 52, 255, 166, 167, 5, 920, 637, 331, 67, 101, 76, 125, 126, 76, 89, 185, 131, 132, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2, 2, 2]"
2904,"['贾', '建', '军', '，', '男', '，']","[206, 315, 298, 4, 3, 4]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 17, 1, 2, 2, 2]"
2905,"['1', '9', '6', '4', '年', '生', '，', '工', '商', '管', '理', '硕', '士', '。']","[14, 15, 16, 270, 17, 19, 4, 29, 98, 36, 37, 109, 102, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'M-PRO', 'M-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'O']","[2, 2, 2, 2, 2, 2, 2, 18, 19, 19, 20, 11, 13, 2]"
2906,"['曾', '任', '中', '国', '新', '型', '建', '筑', '材', '料', '（', '集', '团', '）', '公', '司', '总', '经', '理', '助', '理', '、', '中', '国', '玻', '纤', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '、', '董', '事', '会', '秘', '书', '。']","[184, 61, 5, 6, 171, 605, 315, 402, 385, 211, 42, 166, 167, 50, 70, 71, 89, 53, 37, 283, 37, 32, 5, 6, 959, 837, 84, 85, 86, 87, 70, 71, 88, 89, 53, 37, 32, 66, 67, 39, 72, 73, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 9, 9, 10, 2]"
2907,"['陈', '方', '，', '男', '，']","[137, 238, 4, 3, 4]","['B-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 1, 2, 2, 2]"
2908,"['1', '9', '6', '3', '年', '出', '生', '，', '理', '学', '博', '士', '，', '现', '任', '厦', '门', '象', '屿', '股', '份', '有', '限', '公', '司', '副', '董', '事', '长', '，', '厦', '门', '象', '屿', '集', '团', '有', '限', '公', '司', '董', '事', '、', '副', '总', '裁', '。']","[14, 15, 16, 69, 17, 18, 19, 4, 37, 27, 178, 102, 4, 133, 61, 176, 313, 220, 503, 84, 85, 86, 87, 70, 71, 88, 66, 67, 77, 4, 176, 313, 220, 503, 166, 167, 86, 87, 70, 71, 66, 67, 32, 88, 89, 136, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'E-PRO', 'B-EDU', 'E-EDU', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 18, 20, 11, 13, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 10, 2]"
2909,"['曹', '海', '燕', '女', '士', '：', '1', '9', '7', '4', '年', '0', '4', '月', '出', '生', '，', '中', '国', '国', '籍', '。']","[1135, 365, 784, 209, 102, 2, 14, 15, 57, 270, 17, 56, 270, 58, 18, 19, 4, 5, 6, 6, 7, 54]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'M-CONT', 'M-CONT', 'E-CONT', 'O']","[0, 17, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 2]"
2910,"['2', '0', '1', '1', '年', '0', '2', '月', '至', '今', '任', '舒', '泰', '神', '(', '北', '京', ')', '生', '物', '制', '药', '股', '份', '有', '限', '公', '司', '监', '事', '会', '主', '席', '。']","[55, 56, 14, 14, 17, 56, 55, 58, 59, 60, 61, 764, 518, 230, 741, 128, 134, 742, 19, 177, 227, 228, 84, 85, 86, 87, 70, 71, 185, 67, 39, 117, 413, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2]"
2911,"['现', '任', '香', '塘', '集', '团', '有', '限', '公', '司', '副', '总', '裁', '、', '苏', '州', '香', '塘', '担', '保', '有', '限', '公', '司', '董', '事', '长', '、', '苏', '州', '香', '塘', '创', '业', '投', '资', '有', '限', '责', '任', '公', '司', '总', '经', '理', '、', '宿', '迁', '经', '济', '开', '发', '区', '香', '塘', '农', '村', '小', '额', '贷', '款', '有', '限', '公', '司', '总', '经', '理', '。']","[133, 61, 672, 1428, 166, 167, 86, 87, 70, 71, 88, 89, 136, 32, 275, 97, 672, 1428, 152, 169, 86, 87, 70, 71, 66, 67, 77, 32, 275, 97, 672, 1428, 604, 101, 64, 65, 86, 87, 157, 61, 70, 71, 89, 53, 37, 32, 1676, 1677, 53, 188, 164, 165, 190, 672, 1428, 397, 831, 869, 1446, 1159, 1024, 86, 87, 70, 71, 89, 53, 37, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2]"
